VehicleID,Lane,Frame,Timestamp
1275,1,4886,162.86666666666667
1077,2,4920,164.0
1269,2,4923,164.1
1276,1,4930,164.33333333333334
1306,1,4930,164.33333333333334
1265,1,4949,164.96666666666667
1315,1,4954,165.13333333333333
1138,1,4965,165.5
1302,1,4965,165.5
1090,2,4989,166.3
1108,2,4994,166.46666666666667
1235,1,5006,166.86666666666667
1301,1,5029,167.63333333333333
1207,1,5040,168.0
1312,1,5049,168.3
1352,2,5096,169.86666666666667
1305,1,5105,170.16666666666666
1317,1,5116,170.53333333333333
1354,3,5116,170.53333333333333
1371,1,5121,170.7
1350,1,5124,170.8
1203,1,5125,170.83333333333334
1302,2,5140,171.33333333333334
1361,1,5148,171.6
1362,1,5155,171.83333333333334
1385,1,5164,172.13333333333333
1138,2,5204,173.46666666666667
1349,1,5210,173.66666666666666
1376,1,5231,174.36666666666667
1368,1,5247,174.9
1365,1,5248,174.93333333333334
1385,2,5258,175.26666666666668
1350,2,5261,175.36666666666667
1412,1,5298,176.6
1426,1,5333,177.76666666666668
1328,1,5340,178.0
1428,1,5342,178.06666666666666
1368,2,5350,178.33333333333334
1424,1,5359,178.63333333333333
1388,1,5392,179.73333333333332
1343,1,5397,179.9
1446,1,5405,180.16666666666666
1356,1,5412,180.4
1396,1,5439,181.3
1447,2,5453,181.76666666666668
1452,1,5454,181.8
1328,2,5456,181.86666666666667
1366,1,5495,183.16666666666666
1475,1,5496,183.2
1427,1,5506,183.53333333333333
1373,1,5542,184.73333333333332
1441,1,5555,185.16666666666666
1392,1,5564,185.46666666666667
1480,1,5564,185.46666666666667
1488,1,5565,185.5
1366,2,5587,186.23333333333332
1475,2,5588,186.26666666666668
1458,1,5598,186.6
1494,1,5613,187.1
1488,2,5651,188.36666666666667
1392,2,5656,188.53333333333333
1476,1,5669,188.96666666666667
1499,1,5678,189.26666666666668
1444,1,5696,189.86666666666667
1408,1,5707,190.23333333333332
1492,1,5712,190.4
1481,1,5757,191.9
1515,1,5757,191.9
1521,3,5757,191.9
1483,1,5778,192.6
1542,1,5802,193.4
1517,1,5803,193.43333333333334
1495,1,5805,193.5
1524,1,5877,195.9
1589,1,5877,195.9
1500,1,5935,197.83333333333334
1555,1,5943,198.1
1626,1,5948,198.26666666666668
1598,3,5957,198.56666666666666
1564,1,5977,199.23333333333332
1550,1,5987,199.56666666666666
1623,3,5989,199.63333333333333
1444,2,6015,200.5
1408,2,6019,200.63333333333333
1599,1,6029,200.96666666666667
1653,2,6031,201.03333333333333
1607,1,6035,201.16666666666666
1490,1,6036,201.2
1657,1,6041,201.36666666666667
1615,1,6070,202.33333333333334
1542,2,6078,202.6
1612,1,6105,203.5
1635,1,6111,203.7
1692,1,6140,204.66666666666666
1668,1,6144,204.8
1649,1,6181,206.03333333333333
1490,2,6192,206.4
1707,2,6192,206.4
1654,1,6210,207.0
1666,1,6221,207.36666666666667
1713,1,6221,207.36666666666667
1628,1,6259,208.63333333333333
1677,1,6261,208.7
1698,1,6287,209.56666666666666
1746,1,6288,209.6
1697,1,6301,210.03333333333333
1641,1,6320,210.66666666666666
1760,1,6320,210.66666666666666
1731,1,6341,211.36666666666667
1781,1,6348,211.6
1767,1,6371,212.36666666666667
1754,1,6374,212.46666666666667
1799,1,6374,212.46666666666667
1763,3,6382,212.73333333333332
1730,1,6401,213.36666666666667
1794,3,6432,214.4
1720,1,6437,214.56666666666666
1725,1,6451,215.03333333333333
1704,2,6454,215.13333333333333
1778,1,6477,215.9
1818,1,6483,216.1
1788,1,6486,216.2
1822,1,6486,216.2
1824,2,6513,217.1
1666,2,6515,217.16666666666666
1821,1,6521,217.36666666666667
1783,1,6530,217.66666666666666
1791,1,6534,217.8
1560,1,6565,218.83333333333334
1805,1,6581,219.36666666666667
1836,3,6634,221.13333333333333
1767,2,6639,221.3
1713,2,6640,221.33333333333334
1841,1,6662,222.06666666666666
1847,1,6666,222.2
1560,2,6704,223.46666666666667
1732,1,6750,225.0
1841,2,6771,225.7
1847,2,6771,225.7
1842,1,6780,226.0
1853,1,6816,227.2
1906,1,6818,227.26666666666668
1909,3,6879,229.3
1866,1,6881,229.36666666666667
1732,2,6898,229.93333333333334
1923,1,6898,229.93333333333334
1936,1,6910,230.33333333333334
1930,1,6921,230.7
1906,2,6944,231.46666666666667
1879,1,6954,231.8
1935,1,6956,231.86666666666667
1950,1,6981,232.7
1880,1,6986,232.86666666666667
1866,2,7001,233.36666666666667
1935,2,7053,235.1
1908,1,7057,235.23333333333332
1879,2,7059,235.3
1951,1,7068,235.6
1908,2,7128,237.6
1917,1,7147,238.23333333333332
1955,1,7152,238.4
1975,1,7159,238.63333333333333
1960,1,7198,239.93333333333334
1953,1,7229,240.96666666666667
1982,1,7235,241.16666666666666
1972,1,7283,242.76666666666668
1976,1,7283,242.76666666666668
1989,2,7285,242.83333333333334
1979,1,7344,244.8
1983,1,7405,246.83333333333334
2017,1,7412,247.06666666666666
2003,1,7427,247.56666666666666
2004,3,7429,247.63333333333333
2032,1,7429,247.63333333333333
1981,1,7441,248.03333333333333
1994,1,7467,248.9
1975,2,7480,249.33333333333334
1917,2,7481,249.36666666666667
2028,3,7482,249.4
2020,1,7521,250.7
2055,1,7521,250.7
2033,1,7582,252.73333333333332
2023,1,7583,252.76666666666668
2067,1,7583,252.76666666666668
2052,1,7606,253.53333333333333
2085,1,7610,253.66666666666666
2050,1,7627,254.23333333333332
2051,1,7664,255.46666666666667
2093,1,7664,255.46666666666667
2057,1,7672,255.73333333333332
2083,3,7681,256.03333333333336
2054,2,7684,256.1333333333333
2080,1,7758,258.6
2067,2,7760,258.6666666666667
2095,1,7776,259.2
2097,1,7792,259.73333333333335
2102,1,7841,261.3666666666667
2111,1,7860,262.0
2146,1,7864,262.1333333333333
2117,1,7880,262.6666666666667
2109,1,7916,263.8666666666667
2169,1,7934,264.46666666666664
2183,1,7941,264.7
2126,1,7945,264.8333333333333
2139,1,7953,265.1
2193,1,7955,265.1666666666667
2161,3,7965,265.5
2146,2,7971,265.7
2141,1,7993,266.43333333333334
2149,1,8009,266.96666666666664
2203,1,8009,266.96666666666664
2214,1,8019,267.3
2183,2,8027,267.56666666666666
2109,2,8031,267.7
2150,1,8035,267.8333333333333
2170,1,8050,268.3333333333333
2174,1,8065,268.8333333333333
2194,1,8092,269.73333333333335
2240,2,8108,270.26666666666665
2150,2,8109,270.3
2191,1,8141,271.3666666666667
2196,1,8155,271.8333333333333
2257,1,8155,271.8333333333333
2271,1,8166,272.2
2208,1,8192,273.06666666666666
2204,1,8200,273.3333333333333
2279,2,8211,273.7
2191,2,8212,273.73333333333335
2299,2,8214,273.8
2269,1,8218,273.93333333333334
2244,1,8233,274.43333333333334
2254,1,8245,274.8333333333333
2204,2,8263,275.43333333333334
2313,2,8263,275.43333333333334
2306,1,8308,276.93333333333334
2272,1,8319,277.3
2278,1,8347,278.23333333333335
2292,1,8357,278.56666666666666
2341,1,8363,278.76666666666665
2348,1,8366,278.8666666666667
2291,1,8371,279.03333333333336
2357,1,8380,279.3333333333333
2305,1,8400,280.0
2352,1,8400,280.0
2355,1,8415,280.5
2356,2,8420,280.6666666666667
2278,2,8422,280.73333333333335
2322,1,8427,280.9
2320,1,8451,281.7
2369,1,8451,281.7
2326,1,8462,282.06666666666666
2305,2,8476,282.53333333333336
2385,1,8499,283.3
2340,1,8501,283.3666666666667
2342,1,8509,283.6333333333333
2398,1,8509,283.6333333333333
2328,1,8521,284.03333333333336
2404,1,8523,284.1
2365,1,8532,284.4
2320,2,8533,284.43333333333334
2384,1,8543,284.76666666666665
2361,1,8575,285.8333333333333
2421,1,8578,285.93333333333334
2426,1,8593,286.43333333333334
2371,1,8594,286.46666666666664
2328,2,8597,286.56666666666666
2404,2,8598,286.6
2381,1,8618,287.26666666666665
2374,1,8632,287.73333333333335
2432,1,8633,287.76666666666665
2436,2,8657,288.56666666666666
2412,1,8658,288.6
2361,2,8659,288.6333333333333
2386,1,8693,289.76666666666665
2441,1,8695,289.8333333333333
2432,2,8709,290.3
2374,2,8714,290.46666666666664
2429,1,8774,292.46666666666664
2435,1,8811,293.7
2488,1,8813,293.76666666666665
2479,1,8815,293.8333333333333
2491,1,8822,294.06666666666666
2453,1,8823,294.1
2473,1,8825,294.1666666666667
2499,2,8848,294.93333333333334
2505,1,8905,296.8333333333333
2458,1,8910,297.0
2386,2,8924,297.46666666666664
2429,2,8927,297.56666666666666
2519,1,8941,298.03333333333336
2502,1,8990,299.6666666666667
2504,1,8990,299.6666666666667
2509,1,9008,300.26666666666665
2511,1,9036,301.2
2550,1,9036,301.2
2512,1,9047,301.56666666666666
2516,1,9085,302.8333333333333
2554,3,9101,303.3666666666667
2561,2,9116,303.8666666666667
2509,2,9119,303.96666666666664
2529,1,9121,304.03333333333336
2558,1,9130,304.3333333333333
2534,1,9169,305.6333333333333
2579,1,9170,305.6666666666667
