VehicleID,Lane,Frame,Timestamp
7,1,24,0.8
1,1,43,1.4333333333333333
3,1,47,1.5666666666666667
9,1,47,1.5666666666666667
31,1,81,2.7
5,1,91,3.033333333333333
4,2,105,3.5
8,1,121,4.033333333333333
15,1,154,5.133333333333334
31,2,166,5.533333333333333
7,2,168,5.6
33,1,202,6.733333333333333
69,1,210,7.0
54,1,211,7.033333333333333
67,1,223,7.433333333333334
45,1,236,7.866666666666666
41,1,243,8.1
48,1,253,8.433333333333334
92,1,256,8.533333333333333
49,1,276,9.2
80,1,285,9.5
46,1,287,9.566666666666666
92,2,304,10.133333333333333
41,2,306,10.2
101,1,306,10.2
53,1,318,10.6
96,1,318,10.6
63,1,339,11.3
64,1,344,11.466666666666667
46,2,355,11.833333333333334
101,2,355,11.833333333333334
116,1,365,12.166666666666666
84,1,367,12.233333333333333
77,1,372,12.4
98,1,398,13.266666666666667
64,2,399,13.3
91,1,403,13.433333333333334
123,1,408,13.6
97,1,415,13.833333333333334
141,1,426,14.2
98,2,451,15.033333333333333
103,1,466,15.533333333333333
131,1,570,19.0
175,1,573,19.1
187,1,598,19.933333333333334
163,1,599,19.966666666666665
162,1,617,20.566666666666666
159,1,637,21.233333333333334
147,1,638,21.266666666666666
178,1,663,22.1
182,1,670,22.333333333333332
205,1,670,22.333333333333332
209,2,696,23.2
181,1,697,23.233333333333334
213,1,715,23.833333333333332
191,1,740,24.666666666666668
231,1,750,25.0
181,2,767,25.566666666666666
199,1,816,27.2
201,1,819,27.3
232,1,882,29.4
260,3,904,30.133333333333333
211,1,938,31.266666666666666
290,1,947,31.566666666666666
264,1,988,32.93333333333333
299,3,1043,34.766666666666666
189,1,1067,35.56666666666667
307,1,1069,35.63333333333333
313,3,1097,36.56666666666667
239,1,1121,37.36666666666667
310,1,1121,37.36666666666667
329,1,1123,37.43333333333333
199,2,1126,37.53333333333333
304,2,1126,37.53333333333333
330,1,1135,37.833333333333336
331,2,1135,37.833333333333336
332,1,1139,37.96666666666667
242,1,1153,38.43333333333333
308,1,1153,38.43333333333333
341,1,1187,39.56666666666667
344,1,1193,39.766666666666666
267,1,1202,40.06666666666667
278,1,1272,42.4
364,1,1283,42.766666666666666
393,1,1369,45.63333333333333
334,1,1381,46.03333333333333
410,1,1386,46.2
325,1,1415,47.166666666666664
423,1,1416,47.2
426,1,1420,47.333333333333336
404,1,1437,47.9
397,1,1451,48.36666666666667
433,1,1454,48.46666666666667
425,1,1458,48.6
360,1,1462,48.733333333333334
435,3,1528,50.93333333333333
373,1,1553,51.766666666666666
469,3,1596,53.2
453,1,1609,53.63333333333333
489,1,1619,53.96666666666667
495,1,1647,54.9
476,3,1659,55.3
463,1,1669,55.63333333333333
290,2,1689,56.3
474,1,1717,57.233333333333334
239,2,1745,58.166666666666664
495,2,1746,58.2
480,1,1766,58.86666666666667
512,1,1771,59.03333333333333
346,1,1773,59.1
393,2,1804,60.13333333333333
526,1,1806,60.2
422,1,1826,60.86666666666667
386,1,1870,62.333333333333336
512,2,1870,62.333333333333336
526,2,1870,62.333333333333336
541,1,1871,62.36666666666667
386,2,1946,64.86666666666666
559,2,1947,64.9
579,1,1973,65.76666666666667
581,1,1973,65.76666666666667
496,1,1974,65.8
546,1,2009,66.96666666666667
584,1,2009,66.96666666666667
541,2,2023,67.43333333333334
551,1,2054,68.46666666666667
605,1,2055,68.5
584,2,2076,69.2
616,2,2078,69.26666666666667
619,1,2093,69.76666666666667
623,1,2096,69.86666666666666
571,1,2108,70.26666666666667
611,1,2109,70.3
605,2,2121,70.7
551,2,2122,70.73333333333333
641,1,2127,70.9
565,1,2155,71.83333333333333
498,1,2168,72.26666666666667
577,1,2168,72.26666666666667
611,2,2179,72.63333333333334
641,2,2179,72.63333333333334
657,1,2183,72.76666666666667
573,1,2229,74.3
599,1,2233,74.43333333333334
657,2,2234,74.46666666666667
577,2,2238,74.6
588,1,2246,74.86666666666666
573,2,2294,76.46666666666667
670,1,2300,76.66666666666667
626,1,2304,76.8
615,1,2420,80.66666666666667
688,1,2429,80.96666666666667
679,1,2431,81.03333333333333
635,1,2436,81.2
705,1,2445,81.5
687,1,2477,82.56666666666666
705,2,2499,83.3
679,2,2501,83.36666666666666
686,1,2507,83.56666666666666
661,1,2531,84.36666666666666
692,1,2533,84.43333333333334
738,1,2555,85.16666666666667
691,1,2556,85.2
729,1,2556,85.2
687,2,2562,85.4
683,1,2573,85.76666666666667
695,1,2591,86.36666666666666
692,2,2613,87.1
738,2,2614,87.13333333333334
695,2,2656,88.53333333333333
726,1,2662,88.73333333333333
727,1,2724,90.8
745,1,2730,91.0
760,1,2761,92.03333333333333
749,1,2762,92.06666666666666
753,1,2763,92.1
773,1,2769,92.3
769,1,2803,93.43333333333334
768,1,2844,94.8
794,1,2914,97.13333333333334
779,1,2919,97.3
789,1,2969,98.96666666666667
802,1,2970,99.0
780,1,2982,99.4
793,1,3036,101.2
790,1,3048,101.6
801,1,3063,102.1
830,1,3063,102.1
790,2,3128,104.26666666666667
815,1,3129,104.3
817,1,3145,104.83333333333333
823,1,3167,105.56666666666666
865,1,3193,106.43333333333334
850,1,3194,106.46666666666667
827,1,3204,106.8
817,2,3211,107.03333333333333
825,1,3211,107.03333333333333
866,2,3215,107.16666666666667
854,1,3216,107.2
851,1,3248,108.26666666666667
849,1,3271,109.03333333333333
880,1,3271,109.03333333333333
827,2,3284,109.46666666666667
856,1,3304,110.13333333333334
868,1,3309,110.3
857,1,3320,110.66666666666667
890,1,3320,110.66666666666667
872,1,3367,112.23333333333333
896,3,3393,113.1
894,2,3399,113.3
922,1,3435,114.5
890,2,3450,115.0
928,1,3467,115.56666666666666
908,1,3514,117.13333333333334
950,1,3542,118.06666666666666
883,1,3548,118.26666666666667
940,3,3556,118.53333333333333
923,1,3562,118.73333333333333
931,1,3577,119.23333333333333
930,1,3593,119.76666666666667
947,1,3645,121.5
944,1,3662,122.06666666666666
966,3,3715,123.83333333333333
970,2,3721,124.03333333333333
954,1,3750,125.0
980,1,3752,125.06666666666666
977,1,3874,129.13333333333333
1011,1,3886,129.53333333333333
1006,1,3889,129.63333333333333
974,1,3890,129.66666666666666
988,1,3925,130.83333333333334
1020,1,3925,130.83333333333334
977,2,3928,130.93333333333334
1011,2,3930,131.0
1024,1,3945,131.5
983,1,3952,131.73333333333332
993,1,3955,131.83333333333334
989,1,3976,132.53333333333333
995,1,3995,133.16666666666666
989,2,4056,135.2
1036,2,4060,135.33333333333334
1008,1,4083,136.1
1027,1,4119,137.3
1051,1,4137,137.9
1025,1,4161,138.7
1068,1,4161,138.7
1048,1,4171,139.03333333333333
1066,1,4191,139.7
1038,1,4194,139.8
1086,1,4200,140.0
1058,1,4208,140.26666666666668
1052,1,4219,140.63333333333333
1110,1,4251,141.7
1069,1,4258,141.93333333333334
1054,1,4277,142.56666666666666
1080,1,4286,142.86666666666667
1129,1,4295,143.16666666666666
1106,3,4302,143.4
1083,1,4312,143.73333333333332
1008,2,4316,143.86666666666667
1082,1,4318,143.93333333333334
1040,1,4326,144.2
1089,1,4340,144.66666666666666
1097,1,4363,145.43333333333334
1092,1,4376,145.86666666666667
1111,1,4441,148.03333333333333
1153,1,4441,148.03333333333333
1161,1,4459,148.63333333333333
1061,1,4462,148.73333333333332
1156,1,4471,149.03333333333333
1066,2,4485,149.5
1143,1,4502,150.06666666666666
1187,1,4539,151.3
1040,2,4559,151.96666666666667
1185,2,4565,152.16666666666666
1077,1,4598,153.26666666666668
1191,1,4612,153.73333333333332
1155,1,4622,154.06666666666666
1061,2,4638,154.6
1187,2,4641,154.7
1182,1,4661,155.36666666666667
1090,1,4684,156.13333333333333
1180,1,4695,156.5
1214,1,4704,156.8
1190,1,4751,158.36666666666667
1192,1,4755,158.5
1224,1,4760,158.66666666666666
1228,3,4788,159.6
1259,1,4797,159.9
1108,1,4804,160.13333333333333
1218,1,4813,160.43333333333334
1269,1,4816,160.53333333333333
1211,1,4832,161.06666666666666
1227,1,4845,161.5
1296,1,4847,161.56666666666666
1270,3,4848,161.6
1216,2,4857,161.9
1274,2,4859,161.96666666666667
1226,1,4865,162.16666666666666
